Date,Open,High,Low,Close,Adj Close,Volume
2022-08-29,265.850006,267.399994,263.850006,265.230011,264.484650,20338500
2022-08-30,266.670013,267.049988,260.660004,262.970001,262.230988,22767100
2022-08-31,265.390015,267.109985,261.329987,261.470001,260.735199,24791800
2022-09-01,258.869995,260.890015,255.410004,260.399994,259.668213,23263400
2022-09-02,261.700012,264.739990,254.470001,256.059998,255.340408,22855400
2022-09-06,256.200012,257.829987,251.940002,253.250000,252.538300,21328200
2022-09-07,254.699997,258.829987,253.220001,258.089996,257.364716,24126700
2022-09-08,257.510010,260.429993,254.789993,258.519989,257.793488,20319900
2022-09-09,260.500000,265.230011,260.290009,264.459991,263.716797,22084700
2022-09-12,265.779999,267.450012,265.160004,266.649994,265.900635,18747700
2022-09-13,258.839996,260.399994,251.589996,251.990005,251.281860,33353300
2022-09-14,253.529999,254.229996,249.860001,252.220001,251.511200,23913000
2022-09-15,249.770004,251.399994,244.020004,245.380005,244.690430,31530900
2022-09-16,244.259995,245.300003,242.059998,244.740005,244.052231,39791800
2022-09-19,242.470001,245.139999,240.850006,244.520004,243.832840,26826900
2022-09-20,242.070007,243.509995,239.639999,242.449997,241.768661,26660300
2022-09-21,244.270004,247.660004,238.899994,238.949997,238.278488,28625600
2022-09-22,237.869995,243.860001,237.570007,240.979996,240.302780,31061200
2022-09-23,239.539993,241.130005,235.199997,237.919998,237.251389,34176000
2022-09-26,237.050003,241.449997,236.899994,237.449997,236.782700,27694200
2022-09-27,239.979996,241.800003,234.500000,236.410004,235.745636,27018700
2022-09-28,236.809998,242.330002,234.729996,241.070007,240.392548,29029700
2022-09-29,238.889999,239.949997,234.410004,237.500000,236.832565,27484200
2022-09-30,238.289993,240.539993,232.729996,232.899994,232.245483,35694800
2022-10-03,235.410004,241.610001,234.660004,240.740005,240.063461,28880400
2022-10-04,245.089996,250.360001,244.979996,248.880005,248.180588,34888400
2022-10-05,245.990005,250.580002,244.100006,249.199997,248.499680,20347100
2022-10-06,247.929993,250.339996,246.080002,246.789993,246.096451,20239900
2022-10-07,240.899994,241.320007,233.169998,234.240005,233.581741,37769600
2022-10-10,233.050003,234.559998,226.729996,229.250000,228.605759,29743600
2022-10-11,227.619995,229.059998,224.110001,225.410004,224.776550,30474000
2022-10-12,225.399994,227.860001,223.960007,225.750000,225.115585,21903900
2022-10-13,219.850006,236.100006,219.130005,234.240005,233.581741,42551800
2022-10-14,235.539993,237.240005,228.339996,228.559998,227.917694,30198600
2022-10-17,235.820007,238.960007,235.139999,237.529999,236.862488,28142300
2022-10-18,243.240005,243.929993,235.369995,238.500000,237.829758,26329600
2022-10-19,237.039993,239.610001,234.289993,236.479996,235.815430,19985700
2022-10-20,235.770004,241.309998,234.869995,236.149994,235.486359,21811000
2022-10-21,234.740005,243.000000,234.500000,242.119995,241.439575,26299700
2022-10-24,243.759995,247.839996,241.300003,247.250000,246.555176,24911200
2022-10-25,247.259995,251.039993,245.830002,250.660004,249.955582,34775500
2022-10-26,231.169998,238.300003,230.059998,231.320007,230.669937,82543200
2022-10-27,231.039993,233.690002,225.779999,226.750000,226.112778,40424600
2022-10-28,226.240005,236.600006,226.050003,235.869995,235.207138,40647700
2022-10-31,233.759995,234.919998,231.149994,232.130005,231.477661,28357300
2022-11-01,234.600006,235.740005,227.330002,228.169998,227.528793,30592300
2022-11-02,229.460007,231.300003,220.039993,220.100006,219.481476,38407000
2022-11-03,220.089996,220.410004,213.979996,214.250000,213.647903,36633900
2022-11-04,217.550003,221.589996,213.429993,221.389999,220.767838,36789100
2022-11-07,221.990005,228.410004,221.279999,227.869995,227.229630,33498000
2022-11-08,228.699997,231.649994,225.839996,228.869995,228.226822,28192500
2022-11-09,227.369995,228.630005,224.330002,224.509995,223.879074,27852900
2022-11-10,235.429993,243.330002,235.000000,242.979996,242.297165,46268000
2022-11-11,242.990005,247.990005,241.929993,247.110001,246.415558,34620200
2022-11-14,241.990005,243.910004,239.210007,241.550003,240.871185,31123300
2022-11-15,245.660004,247.000000,240.029999,241.970001,241.290009,31390100
2022-11-16,242.789993,243.800003,240.419998,241.729996,241.729996,24093300
2022-11-17,237.779999,243.250000,237.630005,241.679993,241.679993,23123500
2022-11-18,243.509995,243.740005,239.029999,241.220001,241.220001,27613500
2022-11-21,241.429993,244.669998,241.190002,242.050003,242.050003,26394700
2022-11-22,243.589996,245.309998,240.710007,245.029999,245.029999,19665700
2022-11-23,245.110001,248.279999,244.270004,247.580002,247.580002,19508500
2022-11-25,247.309998,248.699997,246.729996,247.490005,247.490005,9200800
2022-11-28,246.080002,246.649994,240.800003,241.759995,241.759995,24778200
2022-11-29,241.399994,242.789993,238.210007,240.330002,240.330002,17956300
2022-11-30,240.570007,255.330002,239.860001,255.139999,255.139999,47594200
2022-12-01,253.869995,256.119995,250.919998,254.690002,254.690002,26041500
2022-12-02,249.820007,256.059998,249.690002,255.020004,255.020004,21528500
2022-12-05,252.009995,253.820007,248.059998,250.199997,250.199997,23435300
2022-12-06,250.820007,251.860001,243.779999,245.119995,245.119995,22463700
2022-12-07,244.830002,246.160004,242.210007,244.369995,244.369995,20481500
2022-12-08,244.839996,248.740005,243.059998,247.399994,247.399994,22611800
2022-12-09,244.699997,248.309998,244.160004,245.419998,245.419998,20609700
2022-12-12,247.449997,252.539993,247.169998,252.509995,252.509995,30665100
2022-12-13,261.690002,263.920013,253.070007,256.920013,256.920013,42196900
2022-12-14,257.130005,262.589996,254.309998,257.220001,257.220001,35410900
2022-12-15,253.720001,254.199997,247.339996,249.009995,249.009995,35560400
2022-12-16,248.550003,249.839996,243.509995,244.690002,244.690002,86102000
2022-12-19,244.860001,245.210007,238.710007,240.449997,240.449997,29696400
2022-12-20,239.399994,242.910004,238.419998,241.800003,241.800003,25150800
2022-12-21,241.690002,245.619995,240.110001,244.429993,244.429993,23690600
2022-12-22,241.259995,241.990005,233.869995,238.190002,238.190002,28651700
2022-12-23,236.110001,238.869995,233.940002,238.729996,238.729996,21207000
2022-12-27,238.699997,238.929993,235.830002,236.960007,236.960007,16688600
2022-12-28,236.889999,239.720001,234.169998,234.529999,234.529999,17457100
2022-12-29,235.649994,241.919998,235.649994,241.009995,241.009995,19770700
2022-12-30,238.210007,239.960007,236.660004,239.820007,239.820007,21930800
2023-01-03,243.080002,245.750000,237.399994,239.580002,239.580002,25740000
2023-01-04,232.279999,232.869995,225.960007,229.100006,229.100006,50623400
2023-01-05,227.199997,227.550003,221.759995,222.309998,222.309998,39585600
2023-01-06,223.000000,225.759995,219.350006,224.929993,224.929993,43597700
2023-01-09,226.449997,231.240005,226.410004,227.119995,227.119995,27369800
2023-01-10,227.759995,231.309998,227.330002,228.850006,228.850006,27033900
2023-01-11,231.289993,235.949997,231.110001,235.770004,235.770004,28669300
2023-01-12,235.259995,239.899994,233.559998,238.509995,238.509995,27269500
2023-01-13,237.000000,239.369995,234.919998,239.229996,239.229996,21317700
2023-01-17,237.970001,240.910004,237.089996,240.350006,240.350006,29831300
2023-01-18,241.570007,242.380005,235.520004,235.809998,235.809998,30028700
2023-01-19,233.779999,235.520004,230.679993,231.929993,231.929993,28623000
2023-01-20,234.860001,240.740005,234.509995,240.220001,240.220001,35323400
2023-01-23,241.100006,245.169998,239.649994,242.580002,242.580002,31934000
2023-01-24,242.500000,243.949997,240.440002,242.039993,242.039993,40234400
2023-01-25,234.479996,243.300003,230.899994,240.610001,240.610001,66526600
2023-01-26,243.649994,248.309998,242.000000,248.000000,248.000000,33454500
2023-01-27,248.990005,249.830002,246.830002,248.160004,248.160004,26480800
2023-01-30,244.509995,245.600006,242.199997,242.710007,242.710007,25867400
2023-01-31,243.449997,247.949997,242.949997,247.809998,247.809998,26541100
2023-02-01,248.000000,255.179993,245.470001,252.750000,252.750000,31259900
2023-02-02,258.820007,264.690002,257.250000,264.600006,264.600006,39940400
2023-02-03,259.540009,264.200012,257.100006,258.350006,258.350006,29062300
2023-02-06,257.440002,258.299988,254.779999,256.769989,256.769989,22518000
2023-02-07,260.529999,268.769989,260.079987,267.559998,267.559998,50841400
2023-02-08,273.200012,276.760010,266.209991,266.730011,266.730011,54686000
2023-02-09,273.799988,273.980011,262.799988,263.619995,263.619995,42375100
2023-02-10,261.529999,264.089996,260.660004,263.100006,263.100006,25760900
2023-02-13,267.640015,274.600006,267.149994,271.320007,271.320007,44630900
2023-02-14,272.670013,274.970001,269.279999,272.170013,272.170013,36998800
